name,lng,lat
山东省,117.02744162847857,36.674856650404905
广东省中山市,113.39942236263188,22.5223146707905
广东省深圳市,114.06455183658751,22.548456637984177
辽宁省大连市,121.62163148459285,38.9189536667856
黑龙江省牡丹江市宁安市,129.4893679801412,44.34698357750037
四川省成都市,104.07274727406208,30.578993724029967
北京市,116.4133836971231,39.910924547299565
浙江省,120.15953308739246,30.271548393336545
江苏省苏州市,120.59241222959322,31.303564074441766
广东省中山市,113.39942236263188,22.5223146707905
